-35.6   35.586   -35.586
-35.4   35.3859   -35.3859
-35.2   35.1858   -35.1858
-35   34.9857   -34.9857
-34.8   34.7856   -34.7856
-34.6   34.5855   -34.5855
-34.4   34.3855   -34.3855
-34.2   34.1854   -34.1854
-34   33.9853   -33.9853
-33.8   33.7852   -33.7852
-33.6   33.5851   -33.5851
-33.4   33.385   -33.385
-33.2   33.1849   -33.1849
-33   32.9848   -32.9848
-32.8   32.7848   -32.7848
-32.6   32.5847   -32.5847
-32.4   32.3846   -32.3846
-32.2   32.1845   -32.1845
-32   31.9844   -31.9844
-31.8   31.7843   -31.7843
-31.6   31.5842   -31.5842
-31.4   31.3841   -31.3841
-31.2   31.184   -31.184
-31   30.9839   -30.9839
-30.8   30.7838   -30.7838
-30.6   30.5837   -30.5837
-30.4   30.3835   -30.3835
-30.2   30.1834   -30.1834
-30   29.9833   -29.9833
-29.8   29.7832   -29.7832
-29.6   29.5831   -29.5831
-29.4   29.383   -29.383
-29.2   29.1829   -29.1829
-29   28.9828   -28.9828
-28.8   28.7826   -28.7826
-28.6   28.5825   -28.5825
-28.4   28.3824   -28.3824
-28.2   28.1823   -28.1823
-28   27.9821   -27.9821
-27.8   27.782   -27.782
-27.6   27.5819   -27.5819
-27.4   27.3817   -27.3817
-27.2   27.1816   -27.1816
-27   26.9815   -26.9815
-26.8   26.7813   -26.7813
-26.6   26.5812   -26.5812
-26.4   26.3811   -26.3811
-26.2   26.1809   -26.1809
-26   25.9808   -25.9808
-25.8   25.7806   -25.7806
-25.6   25.5805   -25.5805
-25.4   25.3803   -25.3803
-25.2   25.1802   -25.1802
-25   24.98   -24.98
-24.8   24.7798   -24.7798
-24.6   24.5797   -24.5797
-24.4   24.3795   -24.3795
-24.2   24.1793   -24.1793
-24   23.9792   -23.9792
-23.8   23.779   -23.779
-23.6   23.5788   -23.5788
-23.4   23.3786   -23.3786
-23.2   23.1784   -23.1784
-23   22.9783   -22.9783
-22.8   22.7781   -22.7781
-22.6   22.5779   -22.5779
-22.4   22.3777   -22.3777
-22.2   22.1775   -22.1775
-22   21.9773   -21.9773
-21.8   21.7771   -21.7771
-21.6   21.5768   -21.5768
-21.4   21.3766   -21.3766
-21.2   21.1764   -21.1764
-21   20.9762   -20.9762
-20.8   20.7759   -20.7759
-20.6   20.5757   -20.5757
-20.4   20.3755   -20.3755
-20.2   20.1752   -20.1752
-20   19.975   -19.975
-19.8   19.7747   -19.7747
-19.6   19.5745   -19.5745
-19.4   19.3742   -19.3742
-19.2   19.1739   -19.1739
-19   18.9737   -18.9737
-18.8   18.7734   -18.7734
-18.6   18.5731   -18.5731
-18.4   18.3728   -18.3728
-18.2   18.1725   -18.1725
-18   17.9722   -17.9722
-17.8   17.7719   -17.7719
-17.6   17.5716   -17.5716
-17.4   17.3712   -17.3712
-17.2   17.1709   -17.1709
-17   16.9706   -16.9706
-16.8   16.7702   -16.7702
-16.6   16.5699   -16.5699
-16.4   16.3695   -16.3695
-16.2   16.1691   -16.1691
-16   15.9687   -15.9687
-15.8   15.7683   -15.7683
-15.6   15.5679   -15.5679
-15.4   15.3675   -15.3675
-15.2   15.1671   -15.1671
-15   14.9666   -14.9666
-14.8   14.7662   -14.7662
-14.6   14.5657   -14.5657
-14.4   14.3652   -14.3652
-14.2   14.1647   -14.1647
-14   13.9642   -13.9642
-13.8   13.7637   -13.7637
-13.6   13.5632   -13.5632
-13.4   13.3626   -13.3626
-13.2   13.1621   -13.1621
-13   12.9615   -12.9615
-12.8   12.7609   -12.7609
-12.6   12.5603   -12.5603
-12.4   12.3596   -12.3596
-12.2   12.1589   -12.1589
-12   11.9583   -11.9583
-11.8   11.7576   -11.7576
-11.6   11.5568   -11.5568
-11.4   11.3561   -11.3561
-11.2   11.1553   -11.1553
-11   10.9545   -10.9545
-10.8   10.7536   -10.7536
-10.6   10.5527   -10.5527
-10.4   10.3518   -10.3518
-10.2   10.1509   -10.1509
-10   9.94987   -9.94987
-9.8   9.74885   -9.74885
-9.6   9.54777   -9.54777
-9.4   9.34666   -9.34666
-9.2   9.14549   -9.14549
-9   8.94427   -8.94427
-8.8   8.743   -8.743
-8.6   8.54166   -8.54166
-8.4   8.34026   -8.34026
-8.2   8.1388   -8.1388
-8   7.93725   -7.93725
-7.8   7.73563   -7.73563
-7.6   7.53392   -7.53392
-7.4   7.33212   -7.33212
-7.2   7.13022   -7.13022
-7   6.9282   -6.9282
-6.8   6.72607   -6.72607
-6.6   6.5238   -6.5238
-6.4   6.32139   -6.32139
-6.2   6.11882   -6.11882
-6   5.91608   -5.91608
-5.8   5.71314   -5.71314
-5.6   5.50999   -5.50999
-5.4   5.3066   -5.3066
-5.2   5.10294   -5.10294
-5   4.89898   -4.89898
-4.8   4.69468   -4.69468
-4.6   4.48999   -4.48999
-4.4   4.28486   -4.28486
-4.2   4.07922   -4.07922
-4   3.87298   -3.87298
-3.8   3.66606   -3.66606
-3.6   3.45832   -3.45832
-3.4   3.24962   -3.24962
-3.2   3.03974   -3.03974
-3   2.82843   -2.82843
-2.8   2.61534   -2.61534
-2.6   2.4   -2.4
-2.4   2.18174   -2.18174
-2.2   1.95959   -1.95959
-2   1.73205   -1.73205
-1.8   1.49666   -1.49666
-1.6   1.249   -1.249
-1.4   0.979796   -0.979796
-1.2   0.663325   -0.663325
-1   -1.#IND   1.#QNAN
-0.8   -1.#IND   1.#QNAN
-0.6   -1.#IND   1.#QNAN
-0.4   -1.#IND   1.#QNAN
-0.2   -1.#IND   1.#QNAN
1.72695e-013   -1.#IND   1.#QNAN
0.2   -1.#IND   1.#QNAN
0.4   -1.#IND   1.#QNAN
0.6   -1.#IND   1.#QNAN
0.8   -1.#IND   1.#QNAN
1   5.87794e-007   -5.87794e-007
1.2   0.663325   -0.663325
1.4   0.979796   -0.979796
1.6   1.249   -1.249
1.8   1.49666   -1.49666
2   1.73205   -1.73205
2.2   1.95959   -1.95959
2.4   2.18174   -2.18174
2.6   2.4   -2.4
2.8   2.61534   -2.61534
3   2.82843   -2.82843
3.2   3.03974   -3.03974
3.4   3.24962   -3.24962
3.6   3.45832   -3.45832
3.8   3.66606   -3.66606
4   3.87298   -3.87298
4.2   4.07922   -4.07922
4.4   4.28486   -4.28486
4.6   4.48999   -4.48999
4.8   4.69468   -4.69468
5   4.89898   -4.89898
5.2   5.10294   -5.10294
5.4   5.3066   -5.3066
5.6   5.50999   -5.50999
5.8   5.71314   -5.71314
6   5.91608   -5.91608
6.2   6.11882   -6.11882
6.4   6.32139   -6.32139
6.6   6.5238   -6.5238
6.8   6.72607   -6.72607
7   6.9282   -6.9282
7.2   7.13022   -7.13022
7.4   7.33212   -7.33212
7.6   7.53392   -7.53392
7.8   7.73563   -7.73563
8   7.93725   -7.93725
8.2   8.1388   -8.1388
8.4   8.34026   -8.34026
8.6   8.54166   -8.54166
8.8   8.743   -8.743
9   8.94427   -8.94427
9.2   9.14549   -9.14549
9.4   9.34666   -9.34666
9.6   9.54777   -9.54777
9.8   9.74885   -9.74885
10   9.94987   -9.94987
10.2   10.1509   -10.1509
10.4   10.3518   -10.3518
10.6   10.5527   -10.5527
10.8   10.7536   -10.7536
11   10.9545   -10.9545
11.2   11.1553   -11.1553
11.4   11.3561   -11.3561
11.6   11.5568   -11.5568
11.8   11.7576   -11.7576
12   11.9583   -11.9583
12.2   12.1589   -12.1589
12.4   12.3596   -12.3596
12.6   12.5603   -12.5603
12.8   12.7609   -12.7609
13   12.9615   -12.9615
13.2   13.1621   -13.1621
13.4   13.3626   -13.3626
13.6   13.5632   -13.5632
13.8   13.7637   -13.7637
14   13.9642   -13.9642
14.2   14.1647   -14.1647
14.4   14.3652   -14.3652
14.6   14.5657   -14.5657
14.8   14.7662   -14.7662
15   14.9666   -14.9666
15.2   15.1671   -15.1671
15.4   15.3675   -15.3675
15.6   15.5679   -15.5679
15.8   15.7683   -15.7683
16   15.9687   -15.9687
16.2   16.1691   -16.1691
16.4   16.3695   -16.3695
16.6   16.5699   -16.5699
16.8   16.7702   -16.7702
17   16.9706   -16.9706
17.2   17.1709   -17.1709
17.4   17.3712   -17.3712
17.6   17.5716   -17.5716
17.8   17.7719   -17.7719
18   17.9722   -17.9722
18.2   18.1725   -18.1725
18.4   18.3728   -18.3728
18.6   18.5731   -18.5731
18.8   18.7734   -18.7734
19   18.9737   -18.9737
19.2   19.1739   -19.1739
19.4   19.3742   -19.3742
19.6   19.5745   -19.5745
19.8   19.7747   -19.7747
20   19.975   -19.975
20.2   20.1752   -20.1752
20.4   20.3755   -20.3755
20.6   20.5757   -20.5757
20.8   20.7759   -20.7759
21   20.9762   -20.9762
21.2   21.1764   -21.1764
21.4   21.3766   -21.3766
21.6   21.5768   -21.5768
21.8   21.7771   -21.7771
22   21.9773   -21.9773
22.2   22.1775   -22.1775
22.4   22.3777   -22.3777
22.6   22.5779   -22.5779
22.8   22.7781   -22.7781
23   22.9783   -22.9783
23.2   23.1784   -23.1784
23.4   23.3786   -23.3786
23.6   23.5788   -23.5788
23.8   23.779   -23.779
24   23.9792   -23.9792
24.2   24.1793   -24.1793
24.4   24.3795   -24.3795
24.6   24.5797   -24.5797
24.8   24.7798   -24.7798
25   24.98   -24.98
25.2   25.1802   -25.1802
25.4   25.3803   -25.3803
25.6   25.5805   -25.5805
25.8   25.7806   -25.7806
26   25.9808   -25.9808
26.2   26.1809   -26.1809
26.4   26.3811   -26.3811
26.6   26.5812   -26.5812
26.8   26.7813   -26.7813
27   26.9815   -26.9815
27.2   27.1816   -27.1816
27.4   27.3817   -27.3817
27.6   27.5819   -27.5819
27.8   27.782   -27.782
28   27.9821   -27.9821
28.2   28.1823   -28.1823
28.4   28.3824   -28.3824
28.6   28.5825   -28.5825
28.8   28.7826   -28.7826
29   28.9828   -28.9828
29.2   29.1829   -29.1829
29.4   29.383   -29.383
29.6   29.5831   -29.5831
29.8   29.7832   -29.7832
30   29.9833   -29.9833
30.2   30.1834   -30.1834
30.4   30.3835   -30.3835
30.6   30.5837   -30.5837
30.8   30.7838   -30.7838
31   30.9839   -30.9839
31.2   31.184   -31.184
31.4   31.3841   -31.3841
31.6   31.5842   -31.5842
31.8   31.7843   -31.7843
32   31.9844   -31.9844
32.2   32.1845   -32.1845
32.4   32.3846   -32.3846
32.6   32.5847   -32.5847
32.8   32.7848   -32.7848
33   32.9848   -32.9848
33.2   33.1849   -33.1849
33.4   33.385   -33.385
33.6   33.5851   -33.5851
33.8   33.7852   -33.7852
34   33.9853   -33.9853
34.2   34.1854   -34.1854
34.4   34.3855   -34.3855
34.6   34.5855   -34.5855
34.8   34.7856   -34.7856
35   34.9857   -34.9857
35.2   35.1858   -35.1858
35.4   35.3859   -35.3859
35.6   35.586   -35.586
35.8   35.786   -35.786
36   35.9861   -35.9861
36.2   36.1862   -36.1862
36.4   36.3863   -36.3863
36.6   36.5863   -36.5863
36.8   36.7864   -36.7864
37   36.9865   -36.9865
37.2   37.1866   -37.1866
37.4   37.3866   -37.3866
37.6   37.5867   -37.5867
37.8   37.7868   -37.7868
38   37.9868   -37.9868
38.2   38.1869   -38.1869
38.4   38.387   -38.387
38.6   38.587   -38.587
38.8   38.7871   -38.7871
39   38.9872   -38.9872
39.2   39.1872   -39.1872
39.4   39.3873   -39.3873
39.6   39.5874   -39.5874
39.8   39.7874   -39.7874
40   39.9875   -39.9875
40.2   40.1876   -40.1876
40.4   40.3876   -40.3876
40.6   40.5877   -40.5877
40.8   40.7877   -40.7877
41   40.9878   -40.9878
41.2   41.1879   -41.1879
41.4   41.3879   -41.3879
41.6   41.588   -41.588
41.8   41.788   -41.788
42   41.9881   -41.9881
42.2   42.1881   -42.1881
42.4   42.3882   -42.3882
42.6   42.5883   -42.5883
42.8   42.7883   -42.7883
43   42.9884   -42.9884
43.2   43.1884   -43.1884
43.4   43.3885   -43.3885
43.6   43.5885   -43.5885
43.8   43.7886   -43.7886
44   43.9886   -43.9886
44.2   44.1887   -44.1887
44.4   44.3887   -44.3887
44.6   44.5888   -44.5888
44.8   44.7888   -44.7888
45   44.9889   -44.9889
45.2   45.1889   -45.1889
45.4   45.389   -45.389
45.6   45.589   -45.589
45.8   45.7891   -45.7891
46   45.9891   -45.9891
46.2   46.1892   -46.1892
46.4   46.3892   -46.3892
46.6   46.5893   -46.5893
46.8   46.7893   -46.7893
47   46.9894   -46.9894
47.2   47.1894   -47.1894
47.4   47.3895   -47.3895
47.6   47.5895   -47.5895
47.8   47.7895   -47.7895
48   47.9896   -47.9896
48.2   48.1896   -48.1896
48.4   48.3897   -48.3897
48.6   48.5897   -48.5897
48.8   48.7898   -48.7898
49   48.9898   -48.9898
49.2   49.1898   -49.1898
49.4   49.3899   -49.3899
49.6   49.5899   -49.5899
49.8   49.79   -49.79
